"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"8064",17,"Female","GB",1,4,3,4,5,4,3,5,2,2,4,2,4,1,3,1,1,1,1,1
"8065",19,"Female","NO",4,4,5,2,3,1,4,5,5,3,3,3,4,4,3,1,0,1,1,1
"8066",22,"Female","US",3,5,4,5,4,2,5,5,5,4,5,5,5,5,5,1,1,1,1,1
"8067",14,"Female","US",3,1,3,5,5,4,4,2,2,4,3,4,4,2,3,0,1,1,1,1
"8068",54,"Female","US",3,5,5,1,1,1,5,4,4,4,4,3,5,5,5,1,0,1,1,1
"8069",21,"Female","AU",3,4,4,5,4,3,4,4,3,4,3,2,4,3,4,1,1,1,1,1
"8070",28,"Female","CA",2,4,3,5,5,5,4,5,3,2,5,5,5,2,4,1,1,1,1,1
"8071",17,"Female","US",4,5,5,2,2,2,5,4,5,4,4,3,5,4,5,1,0,1,1,1
"8072",20,"Male","US",5,4,4,4,4,3,5,3,4,3,5,3,5,4,5,1,1,1,1,1
"8073",37,"Female","US",4,3,1,1,3,1,1,1,4,4,5,4,3,5,5,1,0,0,1,1
"8074",22,"Female","US",2,4,4,4,4,3,5,2,4,3,4,3,4,4,4,1,1,1,1,1
"8075",17,"Female","US",5,4,5,2,5,2,2,3,4,5,5,5,5,5,5,1,1,1,1,1
"8076",22,"Male","NO",2,3,4,3,4,2,4,4,3,2,4,2,3,2,3,1,1,1,1,1
"8077",28,"Female","US",2,2,2,4,5,1,4,4,4,5,4,4,5,5,4,0,1,1,1,1
"8078",22,"Female","US",4,4,5,1,3,1,4,4,4,3,4,4,5,4,5,1,0,1,1,1
"8079",59,"Female","US",2,5,4,2,3,1,5,5,4,4,5,4,4,4,4,1,0,1,1,1
"8080",18,"Female","US",1,4,4,4,4,4,5,4,5,3,5,3,5,4,5,1,1,1,1,1
"8081",30,"Male","IN",5,1,5,1,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1
"8082",14,"Female","US",1,4,3,5,5,4,2,4,3,5,5,5,5,4,4,1,1,1,1,1
"8083",18,"Female","US",1,5,5,3,5,4,5,5,5,5,5,5,5,4,5,1,1,1,1,1
"8084",43,"Female","US",3,5,3,3,3,2,4,5,3,5,5,5,3,4,4,1,1,1,1,1
"8085",71,"Male","AU",3,3,3,2,3,2,3,4,3,4,5,5,2,4,1,1,0,1,1,0
"8086",15,"Male","US",4,4,4,2,4,2,4,4,3,2,5,1,5,4,4,1,1,1,1,1
"8087",17,"Female","AU",2,2,2,4,4,4,4,4,5,4,4,4,5,3,5,0,1,1,1,1
"8088",17,"Female","AU",3,3,4,4,4,5,4,4,3,2,3,3,2,4,3,1,1,1,1,1
"8089",19,"Female","BR",2,3,4,3,4,2,4,4,3,2,4,2,3,4,3,1,1,1,1,1
"8090",17,"Male","AU",3,5,4,1,1,1,4,3,4,2,3,4,5,5,4,1,0,1,1,1
"8091",17,"Female","AU",5,5,5,4,5,4,4,3,4,5,5,3,3,5,3,1,1,1,1,1
"8092",17,"Female","AU",4,5,5,4,2,3,5,5,4,3,5,3,5,3,5,1,1,1,1,1
"8093",41,"Female","US",3,3,4,4,4,4,3,4,3,3,2,3,3,3,4,1,1,1,1,1
"8094",22,"Male","US",5,5,5,3,4,2,4,2,4,2,3,2,5,4,5,1,1,1,0,1
"8095",17,"Female","US",2,2,3,1,3,1,5,5,3,5,5,5,5,5,5,0,0,1,1,1
"8096",17,"Female","US",2,2,1,5,5,4,4,4,3,5,4,4,4,5,5,0,1,1,1,1
"8097",61,"Female","US",3,4,5,3,4,3,2,5,4,2,5,4,3,3,4,1,1,1,1,1
"8098",14,"Female","NZ",5,5,5,5,5,3,5,2,3,2,4,3,3,3,3,1,1,1,1,1
"8099",21,"Female","CA",4,5,5,4,3,2,5,5,5,4,2,3,4,4,3,1,1,1,1,1
"8100",30,"Male","US",3,4,3,2,4,4,4,2,4,5,5,3,5,5,5,1,1,1,1,1
"8101",18,"Male","US",1,1,1,5,4,5,2,3,1,1,3,1,4,4,4,0,1,0,0,1
"8102",62,"Female","US",1,4,4,4,4,4,5,5,4,4,4,4,3,2,3,1,1,1,1,1
"8103",75,"Female","US",1,3,5,5,5,5,2,5,4,2,5,1,3,5,2,1,1,1,1,1
"8104",22,"Female","US",4,4,4,4,4,3,4,3,4,3,4,3,5,4,4,1,1,1,1,1
"8105",34,"Female","US",5,4,5,4,2,2,5,5,5,4,2,2,4,4,4,1,1,1,1,1
"8106",17,"Female","US",2,2,4,3,4,1,3,4,3,2,3,3,5,4,3,1,1,1,1,1
"8107",16,"Female","US",4,4,5,4,4,3,5,4,4,3,4,3,3,4,5,1,1,1,1,1
"8108",17,"Female","AU",4,4,4,4,4,2,5,4,5,4,5,2,5,4,5,1,1,1,1,1
"8109",16,"Male","AU",1,2,2,2,4,2,3,4,3,4,4,3,3,4,3,0,1,1,1,1
"8110",19,"Male","US",1,2,2,3,4,2,4,5,3,4,4,4,5,5,4,0,1,1,1,1
"8111",18,"Female","US",2,3,4,5,4,4,4,5,4,4,2,4,2,4,2,1,1,1,1,1
"8112",16,"Female","US",1,1,1,5,5,4,3,5,3,3,3,3,3,3,3,0,1,1,1,1
"8113",45,"Male","AU",2,3,4,3,3,2,3,4,3,3,3,3,4,3,3,1,1,1,1,1
"8114",18,"Female","US",1,4,4,4,5,2,5,5,5,5,5,5,2,4,5,1,1,1,1,1
"8115",24,"Female","US",3,5,5,3,2,2,4,5,4,4,5,3,4,5,5,1,0,1,1,1
"8116",17,"Female","AU",5,5,5,5,5,3,5,5,5,2,3,1,5,3,5,1,1,1,0,1
"8117",18,"Female","US",2,4,4,3,4,2,5,5,4,4,5,5,5,5,4,1,1,1,1,1
"8118",19,"Female","US",3,4,4,3,4,4,5,5,4,5,5,3,3,4,5,1,1,1,1,1
"8119",16,"Female","US",3,3,4,4,4,3,4,4,5,3,3,5,2,2,3,1,1,1,1,0
"8120",18,"Male","US",4,5,4,1,4,2,5,4,4,3,4,4,3,3,3,1,0,1,1,1
"8121",24,"Female","CA",1,3,3,2,4,3,3,3,3,3,4,3,4,4,4,0,1,1,1,1
"8122",28,"Female","CA",2,3,5,5,5,4,3,5,5,3,5,3,5,4,5,1,1,1,1,1
"8123",20,"Female","US",4,4,2,4,3,4,4,4,5,2,5,3,4,4,3,1,1,1,1,1
"8124",17,"Male","US",1,2,4,1,1,1,2,4,3,4,4,4,5,4,4,0,0,1,1,1
"8125",20,"Female","ZA",2,2,3,5,5,3,4,5,3,3,2,4,5,5,3,0,1,1,1,1
"8126",16,"Female","AU",2,2,1,5,5,2,3,5,3,3,4,2,2,4,2,0,1,1,1,1
"8127",40,"Female","PK",1,3,2,5,3,5,3,5,4,1,1,4,5,1,4,0,1,1,0,1
"8128",16,"Female","PH",2,2,3,3,4,2,3,2,2,4,4,4,5,5,5,0,1,0,1,1
"8129",19,"Male","US",3,4,5,1,4,2,5,5,5,4,5,4,5,5,5,1,0,1,1,1
"8130",19,"Male","CA",1,2,3,5,4,4,3,4,3,4,4,4,4,4,3,0,1,1,1,1
"8131",23,"Female","US",4,5,5,3,3,2,5,5,5,1,1,1,5,5,5,1,1,1,0,1
"8132",20,"Female","US",4,4,5,3,4,3,5,4,5,3,4,3,3,3,2,1,1,1,1,1
"8133",24,"Male","US",4,2,5,3,4,4,4,2,2,4,1,3,4,4,5,1,1,1,1,1
"8134",30,"Female","CA",1,1,2,3,3,2,4,5,2,4,1,4,4,4,3,0,1,1,1,1
"8135",22,"Male","US",1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,0,0,1,1,1
"8136",23,"Female","NZ",2,5,4,5,4,4,5,5,5,3,5,5,5,4,4,1,1,1,1,1
"8137",16,"Male","PL",3,2,2,5,2,4,2,3,3,3,4,1,5,2,4,0,1,1,1,1
"8138",15,"Female","US",1,2,4,3,4,1,4,5,5,2,4,2,1,4,3,0,1,1,1,1
"8139",29,"Female","US",5,5,5,4,4,4,5,5,4,4,4,4,4,5,5,1,1,1,1,1
"8140",29,"Female","AU",3,3,2,4,4,2,3,2,2,4,4,3,4,4,4,1,1,0,1,1
"8141",1989,"Other","IN",3,2,2,4,4,3,2,4,2,2,3,4,3,3,3,0,1,1,1,1
"8142",23,"Female","AU",4,3,3,4,4,4,2,4,3,4,4,4,2,3,3,1,1,1,1,1
"8143",22,"Female","US",2,2,4,4,4,3,4,4,3,2,4,2,5,2,4,1,1,1,1,1
"8144",15,"Male","AU",5,5,5,2,3,1,5,4,4,5,5,5,5,5,5,1,0,1,1,1
"8145",16,"Male","PH",2,3,2,3,5,3,4,4,3,4,5,5,5,5,5,0,1,1,1,1
"8146",66,"Male","CR",3,4,4,2,2,2,4,5,3,2,2,2,4,5,5,1,0,1,0,1
"8147",15,"Female","AU",5,5,5,3,5,1,4,5,4,5,4,1,2,2,2,1,1,1,1,0
"8148",17,"Female","PH",1,1,2,5,5,5,4,5,4,2,5,4,5,4,1,0,1,1,1,1
"8149",14,"Female","PH",3,4,5,5,5,5,4,4,4,4,3,5,5,5,4,1,1,1,1,1
"8150",19,"Female","PH",2,2,4,5,4,4,2,4,2,2,4,4,4,4,4,1,1,1,1,1
"8151",21,"Female","IN",5,5,5,3,5,2,5,5,4,3,5,3,3,3,4,1,1,1,1,1
"8152",22,"Male","DK",3,4,2,3,3,2,4,2,3,2,2,2,3,3,2,1,1,1,0,1
"8153",16,"Female","US",3,3,5,5,5,2,3,5,3,3,3,1,5,5,5,1,1,1,0,1
"8154",42,"Female","US",3,2,5,2,3,1,5,5,5,4,4,4,2,4,5,1,0,1,1,1
"8155",33,"Male","IN",1,5,2,3,5,3,5,5,5,2,5,5,5,5,5,1,1,1,1,1
"8156",21,"Male","BR",2,2,2,3,2,3,1,2,4,4,4,2,5,5,5,0,1,0,1,1
"8157",17,"Female","NZ",2,3,4,3,4,2,5,3,5,3,4,3,5,4,5,1,1,1,1,1
"8158",33,"Male","AE",2,3,1,4,4,4,2,5,5,3,4,2,5,4,4,0,1,1,1,1
"8159",23,"Male","US",1,3,2,5,5,4,3,4,2,1,2,2,4,3,5,0,1,1,0,1
"8160",16,"Female","CH",2,4,5,4,5,2,5,3,3,3,4,4,4,4,5,1,1,1,1,1
"8161",16,"Male","AU",2,1,2,5,5,4,5,5,4,2,4,1,5,4,5,0,1,1,0,1
"8162",23,"Female","IN",2,3,5,5,5,5,5,2,3,3,3,2,5,2,1,1,1,1,1,1
"8163",51,"Female","PL",1,5,5,4,3,2,5,5,3,4,5,5,5,4,5,1,1,1,1,1
"8164",21,"Unanswered","PK",2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1
"8165",16,"Female","AU",5,5,5,1,2,5,4,4,4,1,2,1,5,3,4,1,1,1,0,1
"8166",25,"Male","US",1,3,5,4,4,4,5,4,4,3,4,2,4,4,3,1,1,1,1,1
"8167",18,"Female","BH",2,2,2,2,3,2,2,3,2,3,5,3,5,3,3,0,0,0,1,1
"8168",18,"Female","GB",2,4,4,2,3,2,4,3,3,3,4,4,5,3,4,1,0,1,1,1
"8169",24,"Female","IN",5,4,3,4,4,4,4,4,3,2,4,2,4,4,3,1,1,1,1,1
"8170",14,"Female","GB",5,4,4,2,3,2,3,4,4,3,4,4,5,4,4,1,0,1,1,1
"8171",19,"Female","CN",3,1,3,4,4,4,3,4,3,3,4,4,4,5,3,0,1,1,1,1
"8172",14,"Female","GB",2,4,3,3,3,4,3,2,4,3,2,3,2,2,2,1,1,1,1,0
"8173",15,"Female","GB",3,4,3,4,5,3,4,4,3,2,2,3,3,3,2,1,1,1,0,1
"8174",14,"Female","GB",5,5,5,1,2,1,5,1,5,4,5,5,3,4,4,1,0,1,1,1
"8175",1989,"Female","FI",3,4,5,4,3,2,5,4,5,4,5,4,5,4,4,1,1,1,1,1
"8176",15,"Female","GB",3,5,5,2,5,4,4,4,3,5,5,5,3,5,3,1,1,1,1,1
"8177",35,"Female","US",2,4,3,3,4,3,4,4,4,4,4,3,4,4,4,1,1,1,1,1
"8178",24,"Female","IN",3,3,5,2,5,5,3,4,2,3,3,3,4,4,4,1,1,1,1,1
"8179",24,"Male","IN",1,2,2,3,3,2,3,3,2,2,2,1,4,4,4,0,1,1,0,1
"8180",18,"Male","US",3,4,4,4,4,3,5,5,5,4,5,2,5,4,4,1,1,1,1,1
"8181",26,"Male","PH",1,3,3,2,4,4,4,4,4,4,5,4,4,4,5,0,1,1,1,1
"8182",16,"Female","GB",3,5,4,1,1,1,3,2,5,5,4,4,5,4,3,1,0,1,1,1
"8183",16,"Female","GB",5,4,4,3,3,3,3,5,4,3,4,3,5,4,5,1,1,1,1,1
"8184",22,"Male","IN",2,3,4,2,3,2,3,3,3,4,4,4,5,4,5,1,0,1,1,1
"8185",45,"Male","FR",5,5,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1
"8186",22,"Male","IN",2,4,5,2,4,2,5,3,4,4,4,1,4,4,4,1,1,1,1,1
"8187",16,"Male","PH",3,5,3,3,3,1,5,5,3,4,3,1,5,4,5,1,0,1,1,1
"8188",62,"Male","US",1,1,1,4,5,3,4,4,1,3,4,5,2,1,4,0,1,1,1,0
"8189",19,"Female","CN",1,1,2,4,1,5,1,3,4,1,3,1,4,5,3,0,1,1,0,1
"8190",32,"Female","RO",2,2,2,4,4,4,4,4,4,2,4,2,2,5,2,0,1,1,1,1
"8191",22,"Female","IN",3,2,2,2,5,1,4,5,5,4,4,1,2,4,1,0,1,1,1,0
"8192",53,"Male","FI",3,4,4,4,5,2,5,4,4,4,2,4,5,4,4,1,1,1,1,1
"8193",22,"Male","IN",1,3,3,3,2,2,4,4,4,3,4,2,5,3,4,0,0,1,1,1
"8194",42,"Male","IN",4,5,1,3,1,5,3,5,5,5,5,5,5,1,1,1,1,1,1,0
"8195",48,"Female","FI",4,5,5,4,3,4,4,5,4,4,2,4,4,5,5,1,1,1,1,1
"8196",51,"Female","FI",2,2,1,2,4,2,2,2,2,2,2,4,5,5,4,0,1,0,1,1
"8197",39,"Male","FI",3,4,5,1,3,2,3,4,4,3,4,4,4,5,5,1,0,1,1,1
"8198",24,"Male","GB",4,3,3,3,4,3,2,4,4,2,2,2,5,5,4,1,1,1,0,1
"8199",50,"Male","FI",2,3,4,4,3,2,4,4,4,3,2,3,3,2,3,1,1,1,1,1
"8200",22,"Male","IN",2,3,2,4,3,5,4,4,3,3,3,3,5,3,5,0,1,1,1,1
"8201",20,"Female","IN",5,4,4,2,1,3,4,3,4,3,5,2,3,4,4,1,0,1,1,1
"8202",19,"Female","GH",5,5,5,2,3,1,5,5,5,3,4,4,5,5,5,1,0,1,1,1
"8203",51,"Female","FI",2,4,5,3,4,3,5,5,4,4,4,3,5,5,5,1,1,1,1,1
"8204",25,"Female","IN",1,5,1,5,5,5,4,3,3,2,5,1,5,5,3,0,1,1,1,1
"8205",45,"Male","FI",4,5,4,4,5,1,4,5,5,5,5,5,3,4,4,1,1,1,1,1
"8206",48,"Male","FI",4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,1,1,1,1,1
"8207",23,"Female","IN",3,4,3,1,3,3,2,5,5,4,5,4,2,5,4,1,0,1,1,1
"8208",28,"Male","GB",4,5,4,1,3,1,5,4,4,5,5,4,4,5,4,1,0,1,1,1
"8209",25,"Female","AU",3,5,5,2,3,1,5,2,5,5,4,2,5,5,4,1,0,1,1,1
"8210",32,"Other","JP",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
"8211",19,"Female","US",2,3,4,4,5,5,4,5,4,3,5,4,5,4,4,1,1,1,1,1
"8212",53,"Male","GB",2,5,4,2,4,1,4,5,5,4,5,4,5,4,5,1,0,1,1,1
"8213",41,"Female","AU",2,4,3,3,5,4,3,5,3,3,4,1,4,4,3,1,1,1,1,1
"8214",28,"Female","GB",1,3,4,1,2,1,5,4,5,5,5,4,5,5,5,1,0,1,1,1
"8215",19,"Male","PK",1,3,3,3,3,2,2,4,4,2,4,3,2,2,3,0,1,1,1,0
"8216",22,"Female","IN",3,3,2,3,5,2,4,3,3,3,3,3,4,4,3,1,1,1,1,1
"8217",23,"Female","US",3,4,5,3,5,3,5,5,3,3,5,1,5,4,5,1,1,1,1,1
"8218",21,"Male","IN",3,5,5,4,4,3,5,5,5,4,4,4,4,4,5,1,1,1,1,1
"8219",56,"Female","GB",3,5,5,4,4,2,5,5,4,4,4,4,2,5,4,1,1,1,1,1
"8220",42,"Female","AE",4,4,3,4,5,4,3,5,5,3,5,5,5,5,5,1,1,1,1,1
"8221",24,"Female","FI",2,4,4,3,2,2,4,4,4,5,5,4,5,4,4,1,0,1,1,1
"8222",24,"Female","PK",3,3,4,3,3,3,4,4,4,1,4,2,5,5,5,1,1,1,0,1
"8223",24,"Male","PK",4,5,5,4,4,5,4,5,5,3,4,4,4,4,5,1,1,1,1,1
"8224",92,"Male","IN",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
"8225",19,"Female","AL",2,4,3,4,5,5,3,5,4,4,4,4,5,4,4,1,1,1,1,1
"8226",33,"Female","AU",2,3,4,5,5,5,4,4,2,2,3,2,5,3,2,1,1,1,0,1
"8227",41,"Male","US",2,4,5,4,4,4,5,5,4,3,4,3,4,4,4,1,1,1,1,1
"8228",25,"Male","NZ",2,4,1,2,4,2,2,2,3,4,3,3,2,5,2,0,1,0,1,1
"8229",16,"Female","RU",5,4,4,3,3,5,5,4,3,4,4,4,4,5,5,1,1,1,1,1
"8230",38,"Female","IR",1,1,1,5,5,5,1,5,3,4,5,4,5,2,2,0,1,1,1,1
"8231",18,"Female","US",3,5,3,3,4,3,4,4,4,5,5,4,5,5,5,1,1,1,1,1
"8232",14,"Female","PH",1,2,1,5,5,4,4,4,3,1,4,5,5,3,5,0,1,1,1,1
"8233",23,"Male","PK",1,3,3,4,5,4,4,4,3,1,3,4,4,3,2,0,1,1,1,1
"8234",21,"Male","ZA",3,3,3,5,4,2,3,4,4,4,4,4,3,5,3,1,1,1,1,1
"8235",22,"Male","FR",3,2,3,3,2,2,2,2,2,3,2,2,3,4,4,1,0,0,0,1
"8236",17,"Female","GB",3,2,2,5,5,5,4,4,3,2,3,2,3,4,4,0,1,1,0,1
"8237",25,"Male","NO",2,2,4,4,4,2,2,2,3,3,5,3,2,4,4,1,1,0,1,1
"8238",33,"Male","PK",1,2,3,5,5,5,4,4,3,2,4,3,4,2,2,0,1,1,1,1
"8239",15,"Female","US",1,3,2,4,4,2,5,4,3,4,4,2,5,4,5,0,1,1,1,1
"8240",18,"Female","AU",4,4,4,3,4,4,5,4,4,4,5,3,5,3,5,1,1,1,1,1
"8241",22,"Male","ZA",4,4,5,5,4,5,5,5,4,2,4,3,5,5,4,1,1,1,1,1
"8242",19,"Female","GB",3,4,4,3,4,2,3,5,4,3,4,5,4,4,4,1,1,1,1,1
"8243",24,"Female","PH",1,4,1,1,2,1,1,5,5,4,5,5,1,5,4,0,0,1,1,1
"8244",27,"Female","TR",3,4,4,4,5,3,5,5,5,4,4,3,5,4,4,1,1,1,1,1
"8245",20,"Male","US",3,3,4,5,5,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1
"8246",26,"Female","AU",3,5,5,5,5,4,4,5,5,3,4,3,4,2,3,1,1,1,1,1
"8247",21,"Female","GB",4,5,5,3,2,2,5,5,5,3,1,5,5,5,4,1,0,1,1,1
"8248",46,"Female","US",3,2,2,5,5,5,3,4,3,3,5,3,3,4,5,0,1,1,1,1
"8249",37,"Female","US",1,1,1,3,5,2,2,3,2,3,3,4,3,3,2,0,1,0,1,1
"8250",22,"Male","IN",5,5,5,2,5,3,5,5,5,3,3,2,5,5,5,1,1,1,1,1
"8251",16,"Female","IE",5,5,5,3,4,2,5,5,5,3,5,4,3,5,5,1,1,1,1,1
"8252",24,"Female","US",4,3,3,2,4,2,2,4,3,3,3,3,3,2,3,1,1,1,1,1
"8253",27,"Male","GB",4,4,4,3,4,3,5,5,3,3,4,4,4,5,4,1,1,1,1,1
"8254",25,"Female","FR",3,4,4,5,5,4,5,5,4,3,5,4,3,4,4,1,1,1,1,1
"8255",24,"Female","US",3,4,5,2,5,4,5,5,4,3,4,3,5,3,5,1,1,1,1,1
"8256",22,"Male","IN",1,4,3,3,5,2,5,5,3,2,5,4,5,4,5,1,1,1,1,1
"8257",48,"Male","NO",3,5,5,2,2,1,4,4,4,3,5,5,3,4,4,1,0,1,1,1
"8258",25,"Male","IN",2,4,4,4,3,5,4,4,4,2,3,3,1,3,5,1,1,1,1,1
"8259",36,"Female","US",4,5,4,4,5,2,5,5,5,3,4,3,5,3,5,1,1,1,1,1
"8260",30,"Male","AU",5,4,4,3,4,3,5,3,5,3,5,3,4,4,5,1,1,1,1,1
"8261",20,"Female","US",5,5,5,2,1,1,5,4,4,3,4,1,5,5,5,1,0,1,1,1
"8262",32,"Female","US",2,4,3,2,3,1,5,5,4,4,4,4,4,4,3,1,0,1,1,1
"8263",23,"Female","IN",5,1,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"8264",13,"Female","SG",3,5,4,5,5,5,4,5,5,4,5,3,5,5,5,1,1,1,1,1
"8265",19,"Female","US",4,4,5,4,2,2,5,3,4,3,3,2,5,4,5,1,1,1,1,1
"8266",17,"Male","IT",1,3,4,2,4,2,4,2,2,3,5,4,1,5,3,1,1,1,1,1
"8267",16,"Female","RO",2,3,4,4,3,3,3,3,4,3,4,1,4,4,4,1,1,1,1,1
"8268",33,"Female","ZA",2,5,5,1,2,3,5,5,5,5,5,5,3,5,5,1,0,1,1,1
"8269",22,"Male","US",4,5,5,2,4,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"8270",20,"Male","US",4,3,3,3,4,2,4,4,4,4,4,4,4,3,4,1,1,1,1,1
"8271",25,"Male","A2",2,4,5,2,4,1,5,4,4,4,5,4,3,5,1,1,0,1,1,1
"8272",27,"Male","US",5,5,4,2,2,2,5,4,4,3,3,4,4,4,3,1,0,1,1,1
"8273",36,"Female","US",1,1,1,4,5,2,3,5,5,5,3,5,3,4,3,0,1,1,1,1
"8274",22,"Male","BW",2,4,3,1,1,2,3,3,3,4,4,4,5,5,4,1,0,1,1,1
"8275",29,"Female","US",1,3,4,4,4,2,4,4,4,5,4,5,3,4,3,1,1,1,1,1
"8276",27,"Female","CA",1,2,1,3,4,3,3,5,3,5,5,4,3,4,2,0,1,1,1,1
"8277",44,"Female","GB",1,2,2,5,4,4,2,2,4,2,4,3,5,5,5,0,1,1,1,1
"8278",21,"Male","IN",3,2,3,1,5,2,5,5,5,4,5,3,3,5,5,1,1,1,1,1
"8279",15,"Female","MY",3,2,1,3,5,5,4,3,3,1,3,1,5,2,1,0,1,1,0,1
"8280",22,"Male","BM",5,5,4,1,1,1,5,5,5,1,5,1,5,5,5,1,0,1,0,1
"8281",15,"Male","US",1,3,4,5,5,5,4,5,3,5,5,5,1,4,4,1,1,1,1,1
"8282",22,"Male","IN",2,3,2,2,5,4,4,3,2,4,5,3,4,4,3,0,1,1,1,1
"8283",38,"Female","US",3,4,4,4,5,4,4,5,4,4,5,4,3,5,4,1,1,1,1,1
"8284",30,"Female","US",2,4,3,4,5,4,4,5,4,2,5,5,5,3,4,1,1,1,1,1
"8285",22,"Male","NL",3,4,4,4,4,4,3,4,3,2,3,2,4,3,4,1,1,1,0,1
"8286",20,"Female","PK",1,5,4,1,5,5,4,5,3,3,3,5,3,5,4,1,1,1,1,1
"8287",25,"Female","US",2,4,4,4,3,2,4,5,3,3,3,4,4,4,4,1,1,1,1,1
"8288",15,"Female","US",3,3,3,2,3,2,3,2,4,3,3,4,3,3,4,1,0,1,1,1
"8289",22,"Male","US",3,4,5,2,2,1,5,5,4,4,5,3,3,5,3,1,0,1,1,1
"8290",60,"Male","US",1,2,1,1,1,1,3,2,3,5,4,2,4,4,4,0,0,1,1,1
"8291",17,"Male","IN",2,4,3,3,3,2,3,4,3,3,4,4,4,4,4,1,1,1,1,1
"8292",21,"Female","DE",1,1,1,5,5,4,2,4,3,3,4,4,5,4,3,0,1,1,1,1
"8293",42,"Female","GB",3,4,4,3,4,3,5,4,4,4,3,4,5,4,5,1,1,1,1,1
"8294",25,"Male","US",2,2,1,4,4,4,1,1,2,4,5,4,5,5,4,0,1,0,1,1
"8295",26,"Female","US",4,5,5,3,5,4,5,5,5,4,5,3,5,5,5,1,1,1,1,1
"8296",16,"Female","GB",1,1,1,5,5,4,3,3,3,4,5,2,5,5,5,0,1,1,1,1
"8297",21,"Male","PK",3,2,3,2,4,2,1,5,4,4,5,4,5,5,5,1,1,1,1,1
"8298",30,"Male","US",2,3,2,2,4,3,4,4,3,4,2,4,3,5,5,0,1,1,1,1
"8299",20,"Female","US",3,4,5,4,4,4,5,5,5,2,5,3,5,4,5,1,1,1,1,1
"8300",17,"Male","GB",3,3,2,1,2,2,1,1,3,3,4,3,4,3,3,1,0,0,1,1
"8301",14,"Female","RU",2,2,3,4,5,5,3,3,3,2,3,1,5,3,2,0,1,1,0,1
"8302",24,"Female","US",4,5,5,1,2,2,5,5,5,2,4,2,4,3,3,1,0,1,1,1
"8303",47,"Female","NO",3,5,3,2,1,2,4,5,5,4,4,3,3,5,2,1,0,1,1,1
"8304",28,"Female","US",2,4,4,4,3,2,4,5,5,4,4,4,4,4,4,1,1,1,1,1
"8305",22,"Male","US",3,5,4,1,1,1,5,5,5,4,3,4,4,5,4,1,0,1,1,1
"8306",16,"Female","GB",4,3,3,4,5,4,4,5,4,3,4,4,4,4,2,1,1,1,1,1
"8307",28,"Male","IN",4,4,1,4,2,2,3,1,5,5,5,1,5,4,4,1,1,1,1,1
"8308",30,"Female","US",3,4,4,2,2,1,5,4,5,2,4,2,5,5,5,1,0,1,1,1
"8309",16,"Female","FR",1,1,1,5,5,5,4,5,2,1,3,3,5,3,5,0,1,1,0,1
"8310",17,"Male","US",4,2,2,5,5,5,4,1,4,4,5,4,5,5,5,1,1,1,1,1
"8311",25,"Female","PH",4,3,3,3,3,5,3,4,5,3,5,4,4,3,4,1,1,1,1,1
"8312",56,"Female","US",4,4,5,1,3,1,5,4,4,4,4,4,3,4,5,1,0,1,1,1
"8313",25,"Female","US",3,4,4,3,4,3,5,4,4,3,5,4,5,4,4,1,1,1,1,1
"8314",22,"Female","IT",1,2,3,5,5,5,3,4,3,3,5,3,5,4,5,0,1,1,1,1
"8315",21,"Female","IN",5,5,5,4,4,2,5,5,5,4,3,4,3,3,4,1,1,1,1,1
"8316",59,"Female","US",1,1,3,3,3,4,3,4,4,4,5,3,5,4,4,0,1,1,1,1
"8317",18,"Female","US",3,3,3,5,5,2,5,5,5,5,4,5,5,4,2,1,1,1,1,1
"8318",32,"Female","PH",3,4,3,2,4,4,3,3,3,3,3,3,4,5,5,1,1,1,1,1
"8319",21,"Male","LV",2,2,2,1,3,3,4,4,3,4,4,3,4,4,4,0,0,1,1,1
"8320",34,"Female","US",2,3,2,4,5,4,5,5,4,4,5,3,2,5,3,0,1,1,1,1
"8321",21,"Male","US",2,2,3,4,4,4,5,4,4,3,4,2,5,4,5,0,1,1,1,1
"8322",25,"Male","GB",3,2,2,5,5,4,2,2,4,4,5,2,5,4,5,0,1,1,1,1
"8323",28,"Male","US",4,5,5,1,1,2,5,4,5,3,4,1,3,5,4,1,0,1,1,1
"8324",40,"Male","FI",2,5,5,2,2,1,4,4,5,3,3,2,5,4,4,1,0,1,1,1
"8325",20,"Male","GB",3,3,4,1,1,3,4,1,5,1,1,2,4,4,5,1,0,1,0,1
"8326",25,"Male","US",2,3,2,1,4,3,2,3,3,5,5,4,3,3,3,0,1,1,1,1
"8327",50,"Female","GB",2,5,4,3,3,2,5,5,5,5,4,4,2,4,4,1,1,1,1,1
